country,state,city,postal_code,latitude,longitude,population
United States,Texas,Longview,75602,32.45671098,-94.6469305,25029
United States,Rhode Island,Providence,2905,41.78440429,-71.39521191,25028
United States,South Carolina,Florence,29505,34.12242945,-79.68773323,25016
United States,Washington,Tacoma,98406,47.26284046,-122.5120923,25011
United States,Tennessee,Germantown,38138,35.08429187,-89.79879843,25005
United States,Kansas,Wichita,67218,37.66639136,-97.27935121,25004
United States,Washington,Issaquah,98029,47.55908098,-122.0052793,25003
United States,Georgia,Thomasville,31792,30.77078056,-84.05064245,24999
United States,Florida,Belle Glade,33430,26.65010946,-80.57116368,24999
United States,New York,Fulton,13069,43.32998505,-76.37903225,24996
United States,Pennsylvania,Manheim,17545,40.17487523,-76.42828399,24985
United States,New York,New York,10039,40.82717358,-73.93738028,24982
United States,Pennsylvania,Hampton Township,15044,40.63933746,-79.94807812,24979
United States,Wisconsin,Black Wolf,54902,43.94724866,-88.50120489,24971
United States,Texas,Abilene,79603,32.40059472,-99.88906351,24967
United States,Pennsylvania,Middletown,17057,40.19890645,-76.72397271,24962
United States,Texas,Houston,77054,29.68142917,-95.40345633,24955
United States,New Jersey,Cranford,7016,40.65617794,-74.30361309,24951
United States,Illinois,Crestwood,60445,41.63430802,-87.73757807,24950
United States,Mississippi,Brookhaven,39601,31.56741656,-90.47663735,24943
United States,Nebraska,Grand Island,68803,40.94615589,-98.41671531,24938
United States,Nebraska,Omaha,68144,41.2346212,-96.11840468,24937
United States,Pennsylvania,Philadelphia,19133,39.99266866,-75.14144507,24916
United States,Wisconsin,Madison,53705,43.07364042,-89.46320035,24910
United States,Georgia,St. Marys,31558,30.81710949,-81.51178984,24907
United States,Texas,Highland Park,75205,32.83662313,-96.79606081,24905
United States,California,Hercules,94547,38.0049624,-122.2580499,24904
United States,California,Los Angeles,90710,33.79801496,-118.298669,24902
United States,Hawaii,Lahaina,96761,20.92530938,-156.6516913,24902
Australia,Queensland,Toowoomba,4350,-27.5738151,151.8784628,101421
Australia,New South Wales,Sydney,2170,-33.93347983,150.9187158,96883
Australia,Queensland,Mackay,4740,-21.1652514,149.1141218,74846
Australia,Queensland,Bucca,4670,-24.85640653,152.2347541,73629
Australia,Victoria,Cocoroc,3030,-37.9133102,144.6296777,72368
Australia,New South Wales,Cataract,2560,-34.22591429,150.8177176,70118
Australia,Victoria,Truganina,3029,-37.82797177,144.6964812,68811
Australia,New South Wales,Sydney,2145,-33.81474858,150.9538294,67763
Australia,Victoria,Melbourne,3977,-38.13202277,145.2733113,67475
Australia,Queensland,Lamb Range,4870,-17.00407334,145.6989423,67057
Australia,New South Wales,Kulnura,2250,-33.31882435,151.2139917,65176
Australia,New South Wales,Sydney,2148,-33.78597455,150.8998464,59934
Australia,New South Wales,Sydney,2770,-33.75615172,150.8139151,57371
Australia,Queensland,Southern Lamington,4211,-28.12803666,153.2247775,56808
Australia,Western Australia,Mandurah,6210,-32.54729551,115.7177686,55761
Australia,Queensland,Great Sandy Strait,4655,-25.38513416,152.8724723,55590
Australia,Victoria,Melbourne,3150,-37.89148582,145.1753487,55572
Australia,Victoria,Melbourne,3023,-37.75977815,144.7522003,54501
Australia,Queensland,Brisbane,4305,-27.65939509,152.7502211,54477
Australia,New South Wales,Kyeamba,2650,-35.19266368,147.4069504,53984
Australia,Victoria,Ballarat,3350,-37.57159582,143.8605536,53923
Australia,New South Wales,Sydney,2153,-33.75507111,150.9755699,52045
Australia,Victoria,Mickleham,3064,-37.55651275,144.9303955,51235
Australia,Western Australia,Perth,6065,-31.77261474,115.8245213,51095
Australia,Victoria,Melbourne,3175,-38.01859413,145.2030412,51050
Australia,Queensland,Boyne Valley,4680,-24.12722735,151.1442769,50492
Australia,Victoria,Melbourne,3199,-38.16020313,145.1388265,50055
Australia,Victoria,Melbourne,3805,-38.03661007,145.3043136,49774
Australia,Western Australia,Perth,6155,-32.07403043,115.9094994,49039
Australia,New South Wales,Sydney,2166,-33.89309763,150.9377955,48677
Australia,Victoria,Geelong,3216,-38.19098743,144.3053001,48484
Australia,Queensland,Brisbane,4207,-27.76423257,153.2015911,48351
Australia,Victoria,Melbourne,3037,-37.69976209,144.7556658,47945
Australia,Victoria,Melbourne,3021,-37.74295704,144.8004261,47756
Australia,Western Australia,Perth,6163,-32.08778299,115.8001626,47733
Australia,New South Wales,Ravensdale,2259,-33.18653307,151.3795802,47574
Australia,Queensland,Townsville,4814,-19.29904636,146.765322,46925
Australia,Western Australia,Perth,6164,-32.13310434,115.8586193,46697
Australia,Australian Capital Territory,Canberra,2615,-35.22395652,149.0249764,46313
Australia,Tasmania,Launceston,7250,-41.4464079,147.1365597,45970
Australia,New South Wales,Hanging Rock,2340,-31.23519016,150.9730072,45716
Australia,New South Wales,Sydney,2176,-33.87097804,150.8840875,45258
Australia,Queensland,Sunshine Coast,4551,-26.80092325,153.0858576,44208
Australia,New South Wales,Nimbin,2480,-28.72804483,153.2612412,44042
Australia,Victoria,Berwick,3806,-38.02739229,145.3516087,43925
Australia,Victoria,Melbourne,3073,-37.7120105,145.0068863,43721
Australia,Queensland,Gold Coast,4215,-27.96589562,153.4015609,43326
Australia,New South Wales,Sydney,2155,-33.69306615,150.9383513,42473
Australia,New South Wales,Cargo,2800,-33.28274973,149.0546976,42369
Australia,Queensland,Nankin,4701,-23.31210604,150.6075254,42135
Australia,Queensland,Brisbane,4034,-27.35644726,153.0429531,41728
Australia,Queensland,Brisbane,4510,-27.07072382,152.9773321,41619
Australia,New South Wales,Central Coast,2261,-33.35389339,151.4612773,41480
Australia,Western Australia,Perth,6027,-31.75520265,115.7608686,41316
Australia,New South Wales,Lowanna,2450,-30.20241036,152.9965782,41181
Australia,New South Wales,Ettrema,2540,-34.98225551,150.4882483,40847
Australia,Queensland,Brisbane,4152,-27.5030185,153.0996953,40601
Australia,Queensland,Brisbane,4053,-27.39829025,152.9891754,40280
Australia,Queensland,Brisbane,4300,-27.64711381,152.9052131,40246
Australia,New South Wales,Limeburners Creek,2444,-31.39122201,152.880885,40234
Australia,New South Wales,Sydney,2750,-33.75243512,150.6785993,40222
Australia,Queensland,Brisbane,4122,-27.54265824,153.0905552,40153
Australia,New South Wales,Sydney,2200,-33.92180972,151.0248144,40009
Australia,Western Australia,Perth,6112,-32.16328068,116.0051031,39762
Australia,New South Wales,Newcastle,2283,-33.05498861,151.5817892,39520
Australia,Queensland,Sunshine Coast,4556,-26.69782329,153.0528556,39296
Australia,Queensland,Toolara Forest,4570,-26.16925393,152.5972716,39243
Australia,New South Wales,Copperhannia,2795,-33.50971594,149.5662223,39230
Australia,Victoria,Melbourne,3136,-37.79125751,145.2815471,38995
Australia,Victoria,Bendigo,3550,-36.75839497,144.2940298,38969
Australia,Victoria,Melbourne,3020,-37.78334928,144.824127,38713
Australia,Western Australia,Bunbury,6230,-33.38006394,115.6487362,38238
Australia,New South Wales,Sydney,2168,-33.91358538,150.8764615,38238
Australia,New South Wales,Sydney,2154,-33.72793631,150.9998874,38025
Australia,Queensland,Brisbane,4500,-27.30182232,152.9322544,37854
Australia,New South Wales,Dubbo,2830,-32.20132695,148.6281866,37622
Australia,Victoria,Lysterfield,3156,-37.92094296,145.2931499,37274
Australia,New South Wales,Gundaroo,2620,-35.51038896,149.1555374,37162
Australia,New South Wales,Sydney,2165,-33.87048148,150.9464594,37002
Australia,New South Wales,Sydney,2147,-33.76763592,150.9366402,36945
Australia,New South Wales,Sydney,2747,-33.73114187,150.7507382,36761
Australia,Western Australia,Perth,6056,-31.85434217,116.0416472,36121
Australia,Queensland,Brisbane,4503,-27.24005192,152.9619757,35755
Australia,New South Wales,Wollongong,2500,-34.42164928,150.8734413,35456
Australia,Queensland,Brisbane,4069,-27.4949174,152.8897867,35291
Australia,Western Australia,Perth,6110,-32.08492829,116.0076107,35224
Australia,New South Wales,Royal National Park,2233,-34.10574035,151.0521567,34877
Australia,Western Australia,Perth,6107,-32.01724918,115.9660059,34838
Australia,Victoria,Pakenham,3810,-38.07091137,145.4921671,34665
Australia,South Australia,Adelaide,5108,-34.75847854,138.623503,34648
Australia,Western Australia,Perth,6030,-31.68269602,115.7158198,34568
Australia,Queensland,Gold Coast,4214,-27.96173569,153.3653943,34372
Australia,Victoria,Sunbury,3429,-37.54986494,144.7353476,34148
Australia,Victoria,Melbourne,3174,-37.96407328,145.1809839,33615
Australia,Victoria,Melbourne,3149,-37.87838042,145.1284966,33491
Australia,Queensland,Gold Coast,4209,-27.84047241,153.3039922,33483
Australia,New South Wales,Sydney,2099,-33.74230189,151.2773176,33419
Australia,New South Wales,Sydney,2077,-33.67841403,151.1015373,33153
Australia,New South Wales,Talmalmo,2640,-35.9712002,147.1791453,33104
Australia,Western Australia,Perth,6018,-31.88697197,115.7863783,33047
Australia,New South Wales,Newcastle,2290,-32.9826193,151.6993237,33041
Australia,New South Wales,Sydney,2031,-33.91493903,151.244093,32969
Australia,Queensland,Gold Coast,4216,-27.87563161,153.4045479,32698
Australia,Western Australia,Perth,6061,-31.86386858,115.8491279,32662
Australia,New South Wales,Sydney,2567,-34.04627031,150.7508574,32597
Australia,New South Wales,Tweed Heads,2486,-28.21672589,153.4795347,32486
Australia,Victoria,Melbourne,3152,-37.86593571,145.223392,32471
Australia,Victoria,Melbourne,3134,-37.79238052,145.2370846,32447
Australia,Victoria,Rowville,3178,-37.92434418,145.2439145,32378
Australia,Victoria,Melbourne,3195,-38.0055101,145.1096448,32315
Australia,Queensland,Tuan Forest,4650,-25.64915754,152.6366451,32298
Australia,Victoria,Melbourne,3058,-37.7375384,144.9658442,32160
Australia,South Australia,Adelaide,5159,-35.07221423,138.5932187,32158
Australia,New South Wales,Sydney,2160,-33.83625422,150.9828331,32040
Australia,Victoria,Melbourne,3046,-37.70648919,144.9308572,32010
Australia,New South Wales,Colo Heights,2756,-33.30054557,150.7634036,31990
Australia,Victoria,Melbourne,3072,-37.74168626,145.0080361,31923
Australia,Queensland,Dundas,4306,-27.54125373,152.720345,31836
Australia,Queensland,Brisbane,4109,-27.58206527,153.0586566,31827
Australia,Victoria,Toolern Vale,3337,-37.62797895,144.5849581,31767
Australia,South Australia,Adelaide,5162,-35.11474683,138.5398519,31729
Australia,New South Wales,Upper Lansdowne,2430,-31.8999094,152.4829029,31614
Australia,Queensland,Redland Bay,4165,-27.62774814,153.2677244,31581
Australia,New South Wales,Sydney,2234,-34.0164381,151.0076196,31178
Australia,New South Wales,Auburn,2144,-33.85465889,151.0262165,31163
Australia,Western Australia,Napier,6330,-34.93866723,117.8357195,31160
Australia,Western Australia,Perth,6169,-32.32113378,115.7559938,31010
Australia,New South Wales,Newcastle,2287,-32.89154644,151.6514601,30898
Australia,New South Wales,Central Coast,2251,-33.47819547,151.3894815,30891
Australia,South Australia,Yattalunga,5114,-34.70818281,138.7613103,30557
Australia,Victoria,West Wodonga,3690,-36.11702246,146.8492798,30521
Australia,Queensland,Gold Coast,4226,-28.0594668,153.3870543,30487
Australia,Victoria,Mildura,3500,-34.20801672,142.1245535,30358
Australia,New South Wales,Pokolbin,2320,-32.70951593,151.454475,30316
Australia,Queensland,Gold Coast,4217,-27.99047984,153.4095716,29922
Australia,New South Wales,Sydney,2035,-33.94243631,151.2372751,29901
Australia,Western Australia,Perth,6025,-31.80049401,115.757478,29769
Australia,Queensland,Brisbane,4017,-27.31334976,153.052471,29654
Australia,Victoria,Melbourne,3083,-37.69655751,145.0593169,29654
Australia,New South Wales,Sydney,2207,-33.94738266,151.1210491,29576
Australia,Victoria,Melbourne,3130,-37.82329359,145.1510342,29545
Australia,New South Wales,Sydney,2232,-34.03484045,151.0620454,29479
Australia,Western Australia,Perth,6062,-31.88494245,115.9070476,29449
Australia,Victoria,Warrnambool,3280,-38.36658489,142.4881631,29389
Australia,New South Wales,Oakdale,2570,-34.05201027,150.5907011,29329
Australia,Victoria,Melbourne,3082,-37.66419997,145.0642546,29156
Australia,New South Wales,Sydney,2141,-33.8674095,151.0474451,28810
Australia,Australian Capital Territory,Canberra,2602,-35.25375884,149.1325904,28794
Australia,Western Australia,Perth,6064,-31.83419352,115.8502683,28783
Australia,New South Wales,Sydney,2161,-33.85729555,150.9810625,28745
Australia,New South Wales,Sydney,2210,-33.96418552,151.0516199,28651
Australia,New South Wales,Jackadgery,2460,-29.64784111,152.7443322,28607
Australia,Australian Capital Territory,Canberra,2617,-35.22916165,149.088311,28544
Australia,New South Wales,Sydney,2196,-33.93057089,151.0607151,28510
Australia,New South Wales,Sydney,2021,-33.89297346,151.2282357,28506
Australia,Victoria,Caniambo,3630,-36.43716595,145.5375075,28503
Australia,Northern Territory,Darwin,810,-12.36819651,130.8677543,28496
Australia,Victoria,Melbourne,3204,-37.91579853,145.0393761,28383
Australia,Queensland,Brisbane,4113,-27.58805552,153.0853305,28379
Australia,Queensland,Gold Coast,4213,-28.13523395,153.3187707,28375
Australia,Western Australia,Houtman Abrolhos,6530,-28.66288362,113.8470859,28197
Australia,Victoria,Melbourne,3095,-37.71155404,145.1653544,28077
Australia,Queensland,Brisbane,4051,-27.42785942,152.989723,28043
Australia,Victoria,Melbourne,3163,-37.89446647,145.059141,28027
Australia,New South Wales,Wollongong,2530,-34.50806228,150.7622553,27919
Australia,New South Wales,Sydney,2760,-33.75647145,150.7799177,27892
Australia,Victoria,Flynn,3844,-38.27774044,146.610414,27679
Australia,Queensland,Gold Coast,4220,-28.09305617,153.4330332,27622
Australia,Victoria,Epping,3076,-37.63792907,145.0104421,27555
Australia,Queensland,Hervey Range,4817,-19.43565923,146.5023743,27432
Australia,Queensland,Cooloolabin,4560,-26.61176623,152.9311833,27360
Australia,Queensland,Brisbane,4127,-27.62619587,153.1485585,27335
Australia,New South Wales,Newcastle,2285,-32.92335488,151.6320574,27134
Australia,Queensland,Gold Coast,4218,-28.03964725,153.4215585,26958
Australia,New South Wales,Bungonia,2580,-34.70462047,149.7714642,26847
Australia,Queensland,Brisbane,4114,-27.64629152,153.1091738,26821
Australia,Northern Territory,East Arnhem,822,-12.84223088,133.1747451,26638
Australia,New South Wales,Sydney,2229,-34.04300987,151.1235435,26391
Australia,Victoria,Melbourne,3038,-37.70649107,144.7936749,26374
Australia,New South Wales,Sydney,2036,-33.97117646,151.2381912,26117
Australia,New South Wales,Central Coast,2257,-33.52734443,151.3379989,26111
Australia,New South Wales,Sydney,2220,-33.96498477,151.0993543,26026
Australia,New South Wales,Sydney,2112,-33.81198012,151.1098952,25950
Australia,New South Wales,Sydney,2763,-33.72888405,150.8912764,25933
Australia,New South Wales,Sydney,2204,-33.91115883,151.1554619,25906
Australia,Victoria,Toolleen,3551,-36.75941104,144.2892015,25880
Australia,New South Wales,Sydney,2171,-33.91576226,150.8414239,25875
Australia,New South Wales,Sydney,2142,-33.83512525,151.0182849,25869
Australia,New South Wales,Sydney,2761,-33.73924678,150.8483756,25855
Australia,Queensland,Brisbane,4118,-27.67042555,153.0359904,25851
Australia,New South Wales,Mulgoa,2745,-33.86307724,150.6665885,25814
Australia,New South Wales,Laguna,2325,-32.95517361,151.1731838,25650
Australia,Queensland,Southern Moreton Bay Islands,4212,-27.81112206,153.3802311,25636
Australia,New South Wales,Sydney,2150,-33.81487537,151.0073338,25572
Australia,Victoria,Melbourne,3109,-37.77898389,145.1639195,25473
Australia,Victoria,Melbourne,3101,-37.80342753,145.033193,25469
Australia,Australian Capital Territory,Canberra,2905,-35.43228971,149.1100615,25356
Australia,Queensland,Cement Mills,4352,-27.78753205,151.6332619,25311
Australia,New South Wales,Jeogla,2350,-30.46460034,151.8993515,25205
Australia,Victoria,Melbourne,3028,-37.87567647,144.7776619,25171
Australia,New South Wales,Sydney,2190,-33.90019712,151.055876,25137
Australia,New South Wales,Sydney,2122,-33.78325594,151.0927993,25132
Australia,Queensland,Brisbane,4077,-27.59538005,152.9723401,25052
Australia,Victoria,Melbourne,3088,-37.69850692,145.1112723,24926
Australia,Queensland,Shoalwater,4702,-23.65993876,149.4833569,24686
Australia,New South Wales,Pimlico,2478,-28.84787615,153.5330101,24675
Australia,Victoria,Melbourne,3145,-37.87727569,145.0621128,24648
Australia,New South Wales,Sydney,2566,-34.02237157,150.8399601,24635
Australia,Tasmania,Wilmot,7310,-41.31974617,146.2177118,24557
Australia,Victoria,Melbourne,3121,-37.82290733,145.0040437,24518
Australia,New South Wales,Sydney,2076,-33.71617286,151.116002,24445
Australia,New South Wales,Sydney,2100,-33.75383106,151.2528672,24427
Australia,New South Wales,Sydney,2768,-33.72772938,150.9299716,24332
Australia,Victoria,Melbourne,3012,-37.80324765,144.8588969,24325
Australia,Victoria,Melbourne,3032,-37.77472802,144.9000203,24303
Australia,New South Wales,Sydney,2121,-33.76930372,151.0807178,24194
Australia,Victoria,Melbourne,3165,-37.92211184,145.0670439,24189
Australia,Victoria,Melbourne,3040,-37.7520462,144.9054933,23969
Australia,Victoria,Melbourne,3976,-38.03863177,145.2686619,23957
Australia,New South Wales,Sydney,2759,-33.8057688,150.791689,23923
Australia,Victoria,Melbourne,3074,-37.68379191,145.0081349,23878
Australia,Queensland,Brisbane,4301,-27.63312248,152.8581152,23876
Australia,New South Wales,Newcastle,2280,-33.02556242,151.6661982,23837
Australia,Victoria,Melbourne,3084,-37.74660444,145.0769838,23678
Australia,New South Wales,Sydney,2066,-33.81641861,151.1620165,23663
Australia,Queensland,Brisbane,4170,-27.46995536,153.0795077,23646
Australia,Western Australia,Yilkari,6430,-30.75544146,121.4524008,23620
Australia,Victoria,Melbourne,3044,-37.73201977,144.9382476,23587
Australia,New South Wales,Freemans Waterhole,2323,-32.88176902,151.5139109,23518
Australia,New South Wales,Sydney,2088,-33.82900303,151.2445465,23451
Australia,New South Wales,Sydney,2000,-33.86847499,151.2079977,23416
Australia,Queensland,Bogie,4805,-18.50753085,148.1477957,23375
Australia,Queensland,Brisbane,4055,-27.39026474,152.9302002,23358
Australia,New South Wales,Sydney,2065,-33.8258841,151.1941867,23317
Australia,Victoria,Melbourne,3802,-37.97020252,145.2562701,23258
Australia,Queensland,Brisbane,4178,-27.41134883,153.1689839,23124
Australia,Western Australia,Ashendon,6111,-32.16064458,116.1739602,23053
Australia,Victoria,Melbourne,3146,-37.8559776,145.0649954,23040
Australia,Western Australia,Ellenbrook,6069,-31.76812084,116.0244222,23020
Australia,New South Wales,Sydney,2093,-33.80218685,151.2672264,22993
Australia,New South Wales,Warrawidgee,2680,-34.34842387,145.9218086,22919
Australia,Victoria,Melbourne,3910,-38.15457247,145.1973898,22879
Australia,New South Wales,Nowra - Bomaderry,2541,-34.87029362,150.5880381,22825
Australia,Western Australia,Perth,6168,-32.2602347,115.7359022,22755
Australia,New South Wales,Sydney,2217,-33.97392927,151.1369757,22653
Australia,New South Wales,Sydney,2135,-33.87850056,151.0817641,22604
Australia,Queensland,Brisbane,4068,-27.50567869,152.9793457,22574
Australia,Queensland,Brisbane,4121,-27.52448076,153.0572695,22560
Australia,South Australia,Adelaide,5158,-35.06885761,138.5299557,22551
Australia,Western Australia,Perth,6026,-31.80007767,115.7987298,22458
Australia,Queensland,Brisbane,4116,-27.63010949,153.0555848,22414
Australia,New South Wales,Sydney,2164,-33.84520535,150.9172589,22372
Australia,New South Wales,Sydney,2137,-33.85503177,151.1035226,22241
Australia,Australian Capital Territory,Canberra,2913,-35.18319722,149.1083412,22200
Australia,Victoria,Melbourne,3070,-37.77253229,145.0005628,22142
Australia,South Australia,Mount Gambier,5290,-37.82842121,140.7803529,22057
Australia,New South Wales,Sydney,2067,-33.79616737,151.1781294,22022
Australia,Western Australia,Perth,6108,-32.06006304,115.9550721,21927
Australia,New South Wales,Sydney,2151,-33.78367796,151.014603,21818
Australia,Western Australia,Perth,6059,-31.88824751,115.8719765,21798
Australia,New South Wales,Brindabella,2611,-35.42142068,148.7758511,21785
Australia,Victoria,Melbourne,3171,-37.94570882,145.1579679,21782
Australia,Victoria,Melbourne,3166,-37.9018568,145.0982475,21748
Australia,Queensland,Gold Coast,4221,-28.12761263,153.4549291,21736
Australia,Victoria,Melbourne,3124,-37.83846132,145.0736135,21731
Australia,Victoria,Geelong,3214,-38.07411602,144.3711967,21725
Australia,Victoria,Melbourne,3192,-37.96357776,145.0603073,21725
Australia,New South Wales,Sydney,2230,-34.06093168,151.1465744,21719
Australia,Victoria,Brighton,3186,-37.90842447,144.9956863,21665
Australia,Queensland,Greenbank,4124,-27.72680189,152.9309677,21654
Australia,Queensland,Ranken,4825,-20.48070774,138.6948591,21532
Australia,New South Wales,Sydney,2118,-33.77564336,151.0453189,21418
Australia,New South Wales,Wollongong,2529,-34.60031834,150.8387293,21413
Australia,New South Wales,Sydney,2074,-33.71174324,151.1385561,21411
Australia,Western Australia,Perth,6167,-32.22235604,115.8343114,21380
Australia,New South Wales,Wallis Lake,2428,-32.25426499,152.4774506,21374
Australia,Queensland,Brisbane,4035,-27.35292078,152.9815634,21365
Australia,Western Australia,Perth,6060,-31.90196721,115.8457792,21355
Australia,Queensland,Brisbane,4078,-27.61999682,152.9584759,21179
Australia,Western Australia,Pickering Brook,6076,-32.01318392,116.1475304,21136
Australia,New South Wales,Tongarra,2527,-34.58223024,150.7483163,21123
Australia,Victoria,Melbourne,3153,-37.83685964,145.2733428,21067
Australia,New South Wales,Sydney,2114,-33.80726826,151.0836071,21061
Australia,New South Wales,Sydney,2195,-33.92104927,151.072956,20977
Australia,New South Wales,Sydney,2216,-33.95311467,151.1472117,20970
Australia,Victoria,Melbourne,3131,-37.8273753,145.1740915,20950
Australia,New South Wales,Sydney,2010,-33.8826044,151.214956,20943
Australia,Victoria,Melbourne,3056,-37.7663849,144.9612817,20889
Australia,Victoria,Melbourne,3172,-37.97423055,145.1339576,20826
Australia,Victoria,Melbourne,3173,-38.00531933,145.1673488,20809
Australia,Western Australia,Perth,6152,-32.0076727,115.8710966,20774
Australia,New South Wales,Sydney,2040,-33.87720649,151.1577081,20761
Australia,New South Wales,Comara,2440,-30.91967725,152.5694962,20754
Australia,Victoria,Melbourne,3104,-37.79175853,145.0843327,20746
Australia,Victoria,Melbourne,3196,-38.04828991,145.1255561,20741
Australia,New South Wales,Tea Gardens,2324,-32.6554722,151.9230071,20708
Australia,New South Wales,Sydney,2223,-33.97900001,151.0729325,20634
Australia,Western Australia,Perth,6021,-31.8770868,115.8160153,20612
Australia,New South Wales,Wollemi,2330,-32.67090855,150.9201381,20587
Australia,Queensland,Cairns,4868,-16.97434282,145.7434715,20543
Australia,New South Wales,Sydney,2026,-33.88968525,151.2724232,20437
Australia,Victoria,Melbourne,3155,-37.85620055,145.2860132,20389
Australia,New South Wales,Sydney,2087,-33.78302179,151.2255422,20380
Australia,Victoria,Mornington,3931,-38.23029375,145.0600765,20372
Australia,South Australia,Adelaide,5109,-34.77197674,138.6745239,20371
Australia,Victoria,South Morang,3752,-37.63233942,145.0847311,20356
Australia,Victoria,Toombon,3825,-37.91237072,146.3286406,20301
Australia,Western Australia,Busselton,6280,-33.72070019,115.3031855,20294
Australia,Queensland,Stockyard Point,4703,-22.99998841,150.6956673,20185
Australia,New South Wales,Sydney,2120,-33.7269987,151.0755704,20155
Australia,Victoria,Melbourne,3133,-37.8476142,145.1926482,20109
Australia,Victoria,Geelong,3215,-38.10920792,144.3334714,20020
Australia,Northern Territory,Darwin,820,-12.4301121,130.8633961,19915
Australia,Victoria,Melbourne,3182,-37.86287882,144.980249,19887
Australia,Queensland,Morayfield,4506,-27.13332512,152.9244552,19884
Australia,Queensland,Brisbane,4132,-27.68079596,153.0909816,19862
Australia,Queensland,Brisbane,4074,-27.55074023,152.9260377,19810
Australia,New South Wales,Sydney,2046,-33.86088971,151.1321744,19799
Australia,Queensland,Lynam,4818,-19.22933166,146.5481646,19636
Australia,Victoria,Melbourne,3122,-37.82480237,145.0320748,19606
Australia,New South Wales,Sydney,2206,-33.92476185,151.1259952,19580
Australia,Victoria,Melbourne,3047,-37.68076617,144.9298364,19476
Australia,New South Wales,Sydney,2767,-33.76642841,150.8706564,19385
Australia,Queensland,Brisbane,4505,-27.14923493,152.9844276,19297
Australia,Queensland,Cape Cleveland,4810,-19.30892726,146.9666336,19282
Australia,Queensland,Brisbane,4075,-27.54722854,152.9789791,19123
Australia,Queensland,Brisbane,4012,-27.39828746,153.0548548,19118
Australia,Queensland,Mount Coot-Tha,4066,-27.47599269,152.9592799,19079
Australia,New South Wales,Sydney,2113,-33.79105509,151.1303724,19037
Australia,Queensland,Brisbane,4509,-27.23274517,153.0309541,19017
Australia,Victoria,Melbourne,3201,-38.09281141,145.1759526,18980
Australia,New South Wales,Tomago,2322,-32.82291595,151.6579123,18906
Australia,New South Wales,Sydney,2131,-33.88872628,151.1261727,18892
Australia,Western Australia,Perth,6054,-31.89915289,115.9450405,18881
Australia,Queensland,Sunshine Coast,4573,-26.50972347,153.0756523,18861
Australia,New South Wales,Newcastle,2289,-32.94493837,151.7060539,18833
Australia,Victoria,Melbourne,3138,-37.7813247,145.3256068,18805
Australia,Queensland,Townsville,4812,-19.28613812,146.7898409,18784
Australia,Western Australia,Perth,6019,-31.90685431,115.7709429,18745
Australia,Victoria,Melbourne,3108,-37.78479644,145.1240787,18745
Australia,New South Wales,Central Coast,2260,-33.4285589,151.4373022,18700
Australia,Victoria,Mount Cottrell,3024,-37.8333678,144.602922,18697
Australia,Queensland,Bromelton,4285,-28.05427658,152.9487535,18626
Australia,New South Wales,Broken Hill,2880,-30.41665859,141.779586,18607
Australia,New South Wales,Mount Warning,2484,-28.3763109,153.3073744,18505
Australia,New South Wales,Sydney,2075,-33.7208288,151.1708175,18487
Australia,New South Wales,Sydney,2213,-33.962513,150.9993233,18465
Australia,New South Wales,Sydney,2228,-34.03788275,151.1029713,18211
Australia,Northern Territory,Buffalo Creek,812,-12.37252689,130.9153527,18148
Australia,Queensland,Granite Vale,4815,-19.52760383,146.650267,18132
Australia,Victoria,Melbourne,3169,-37.94367981,145.1193543,18105
Australia,Northern Territory,Alice Springs,870,-23.71559554,133.8302622,18052
Australia,New South Wales,Londonderry,2753,-33.61656607,150.6935768,18005
Australia,Victoria,Melbourne,3128,-37.82903692,145.1247407,17990
Australia,Queensland,Brisbane,4101,-27.48239578,153.0133135,17943
Australia,South Australia,Adelaide,5113,-34.70089598,138.6767015,17930
Australia,Australian Capital Territory,Canberra,2914,-35.17397208,149.1409923,17908
Australia,Victoria,Geelong,3219,-38.17453864,144.3858475,17888
Australia,Victoria,Balliang,3340,-37.74226524,144.3954109,17855
Australia,Queensland,Greymare,4370,-28.21281288,152.0091293,17853
Australia,South Australia,Adelaide,5125,-34.77397302,138.725002,17845
Australia,Queensland,Deception Bay,4508,-27.18288974,153.0159907,17832
Australia,Victoria,Melbourne,3170,-37.92568584,145.1759723,17794
Australia,Western Australia,Sherlock,6714,-21.04824079,117.0421728,17790
Australia,New South Wales,Sydney,2765,-33.652417,150.8573902,17758
Australia,Western Australia,Perth,6020,-31.84560877,115.7659348,17753
Australia,Queensland,Wongawallan,4210,-27.91196947,153.2548568,17737
Australia,Western Australia,Perth,6014,-31.93707701,115.804398,17702
Australia,New South Wales,Wollongong,2528,-34.54685803,150.8596979,17684
Australia,Queensland,Gold Coast,4227,-28.10115103,153.403388,17650
Australia,Queensland,Cairns,4869,-17.03007162,145.7493953,17621
Australia,Victoria,Lalor,3075,-37.66584797,145.0074684,17617
Australia,New South Wales,Sydney,2117,-33.79597044,151.0401319,17616
Australia,Queensland,The Keppels,4700,-23.20732729,150.9260648,17615
Australia,South Australia,Ward Belt,5118,-34.58520986,138.7318737,17545
Australia,Victoria,Bendigo,3555,-36.80643109,144.2427046,17532
Australia,Queensland,Brisbane,4157,-27.56591619,153.2015728,17517
Australia,Western Australia,Perth,6149,-32.06869304,115.8655308,17512
Australia,Victoria,Melbourne,3043,-37.70060548,144.8812956,17504
