country,state,city,postal_code,latitude,longitude,population
United States,California,Chino,91710,34.00493419,-117.6820302,95697
United States,Illinois,Aurora,60505,41.76530281,-88.29345958,95311
United States,California,Pittsburg,94565,38.01139832,-121.9111236,95070
United States,California,Los Angeles,91342,34.32000532,-118.3920244,95027
United States,California,Hesperia,92345,34.35722735,-117.3107738,93564
United States,Texas,Houston,77450,29.74948724,-95.74322676,93233
United States,Texas,Mission Bend,77083,29.69309797,-95.64893474,93099
United States,California,Porterville,93257,35.97946846,-118.8874917,93088
United States,New York,New York,11385,40.70201929,-73.89042731,92980
United States,Georgia,Cumming,30041,34.20070518,-84.09433538,92741
United States,Texas,Missouri City,77459,29.52135074,-95.53471006,92697
United States,Colorado,Parker,80134,39.48255418,-104.7701836,92536
United States,New York,New York,11234,40.6055252,-73.90862696,92436
United States,California,Bell Gardens,90201,33.96899587,-118.1711735,92054
United States,New Mexico,Albuquerque,87121,35.08874865,-106.8958743,91452
United States,California,Chula Vista,91911,32.60605797,-117.0520402,91180
United States,California,Long Beach,90805,33.86517129,-118.180203,91151
United States,New York,New York,11377,40.74357325,-73.9053958,90799
United States,California,Hawthorne,90250,33.91419704,-118.3489669,90700
United States,California,Corona,92882,33.84202114,-117.6041674,90549
United States,Missouri,St. Peters,63376,38.78913086,-90.62670912,90525
United States,Illinois,Chicago,60618,41.94698077,-87.70241207,90231
United States,California,Anaheim,92804,33.81840213,-117.974788,90024
United States,New York,New York,11220,40.64112827,-74.01690173,89962
United States,North Carolina,Raleigh,27610,35.74482703,-78.54806756,89895
United States,California,Santa Ana,92704,33.72044021,-117.9079174,89707
United States,Arizona,Yuma,85364,32.69829418,-114.6733843,89680
United States,California,Fresno,93722,36.80185266,-119.8793627,89592
United States,Nevada,Las Vegas,89121,36.12085702,-115.0910173,89207
United States,Texas,Linn,78542,26.44452844,-98.07734802,89081
United States,California,Sacramento,95823,38.47488944,-121.442934,88609
United States,Illinois,Chicago,60623,41.84794106,-87.71815009,88521
United States,Texas,Pflugerville,78660,30.44219285,-97.59518896,88233
United States,Georgia,Douglasville,30135,33.67157499,-84.74624523,88226
United States,New York,New York,10467,40.87509936,-73.87188358,88199
United States,Texas,Lewisville,75067,33.02208303,-96.99505699,88146
United States,North Carolina,Charlotte,28269,35.33763,-80.80307492,87942
United States,New York,New York,11203,40.64956059,-73.9345105,87780
United States,California,Los Angeles,90044,33.95298165,-118.2922654,87750
United States,Illinois,Chicago,60639,41.9207414,-87.7562225,87467
United States,Kansas,Olathe,66062,38.83524291,-94.77921674,87373
United States,Texas,null,77379,30.0397354,-95.53316186,87098
United States,New York,New York,11219,40.6325705,-73.99676576,86940
United States,California,Indio,92201,33.69387933,-116.0329582,86728
United States,Illinois,Chicago,60632,41.81175077,-87.71377762,86331
United States,California,Oxnard,93033,34.15128577,-119.1171103,86154
United States,New York,New York,11226,40.64694096,-73.95741171,86147
United States,California,Interlaken,95076,36.93911673,-121.7487423,86037
United States,California,Murrieta,92562,33.5442454,-117.3350492,85854
United States,Texas,Cypress,77429,29.99066944,-95.65669225,85598
United States,Texas,El Paso,79912,31.84995945,-106.5352514,85447
United States,Florida,Port St. Lucie,34953,27.24645942,-80.38774766,85242
United States,California,Chino Hills,91709,33.95865834,-117.7306867,85234
United States,Illinois,Chicago,60647,41.92111784,-87.7017445,85179
United States,Texas,Round Rock,78664,30.50434566,-97.64762454,85056
United States,California,Riverside,92507,33.97523179,-117.3233829,84820
United States,New York,New York,10457,40.84565137,-73.89798946,84810
United States,Texas,Houston,77036,29.70059381,-95.53722632,84763
United States,California,Eastvale,92880,33.91681371,-117.6180075,84700
United States,New York,New York,10314,40.60085425,-74.1637798,84654
United States,Texas,Dallas,75217,32.71132842,-96.68163632,84453
United States,Nevada,Las Vegas,89031,36.25860212,-115.1711117,84234
United States,California,Baldwin Park,91706,34.09454547,-117.9681652,84088
United States,Georgia,Duluth,30096,33.97662529,-84.14814549,83618
United States,New York,New York,11214,40.59868178,-73.99630858,83566
United States,California,Tulare,93274,36.17968733,-119.3717247,83506
United States,Tennessee,Nashville,37013,36.04072592,-86.63857994,83409
United States,Texas,Pearland,77584,29.54576034,-95.34996431,83330
United States,North Carolina,Unionville,28110,35.06699679,-80.52955294,83160
United States,New York,New York,11223,40.5968943,-73.973329,83144
United States,Texas,New Braunfels,78130,29.69267746,-98.07109058,83124
United States,Texas,Round Rock,78681,30.52248248,-97.7202724,82816
United States,Alaska,Point MacKenzie,99654,61.4937942,-149.8777456,82687
United States,Texas,Sugar Land,77498,29.64405254,-95.65211782,82383
United States,Georgia,Loganville,30052,33.81670097,-83.89432763,82334
United States,Georgia,null,30016,33.51797284,-83.93211706,82097
United States,Georgia,McDonough,30253,33.4521265,-84.18532855,82087
United States,New York,New York,11204,40.61861845,-73.98489336,82055
United States,Georgia,Lilburn,30047,33.87093061,-84.11291319,82001
United States,Tennessee,Nashville,37211,36.06691122,-86.72394208,81962
United States,Tennessee,Clarksville,37042,36.56948094,-87.4159362,81939
United States,California,Folsom,95630,38.66548324,-121.1449789,81884
United States,Texas,Laredo,78046,27.37426907,-99.35083131,81850
United States,North Carolina,Wake Forest,27587,35.98358886,-78.55807609,81649
United States,Arizona,Glendale,85308,33.66051268,-112.1849363,81640
United States,New York,New York,10025,40.79938666,-73.97009892,81477
United States,Texas,McAllen,78501,26.21582232,-98.23958834,81000
United States,Oregon,Beaverton,97007,45.45353248,-122.8768555,80925
United States,California,Chula Vista,91910,32.63832246,-117.0575581,80922
United States,Virginia,Leesburg,20176,39.18124618,-77.53653675,80782
United States,New York,New York,11230,40.62198503,-73.96518192,80580
United States,Arizona,Chandler,85225,33.31735652,-111.8314479,80525
United States,New York,New York,10456,40.83074241,-73.9081888,80516
United States,California,Simi Valley,93065,34.26920002,-118.7717155,80419
United States,California,Fresno,93727,36.75090469,-119.6969312,80322
United States,Illinois,Chicago,60617,41.71833301,-87.55322935,80090
United States,Nevada,Las Vegas,89030,36.2120993,-115.1236705,79767
United States,Illinois,Chicago,60608,41.84925441,-87.67145848,79707
United States,North Carolina,Charlotte,28277,35.05241902,-80.81495826,79627
United States,Texas,League City,77573,29.49727435,-95.09144539,79488
United States,California,Hanford,93230,36.28352886,-119.6217614,79476
United States,Georgia,Woodstock,30188,34.11856376,-84.45673987,79335
United States,Hawaii,Waipahu,96797,21.40250697,-158.0411899,79127
United States,Utah,West Point,84015,41.12011754,-112.0667411,79032
United States,California,Roseville,95747,38.78115702,-121.3730378,78984
United States,California,Murrieta,92563,33.580528,-117.1463835,78934
United States,Texas,Plano,75025,33.0908362,-96.74072232,78865
United States,Arizona,San Tan Valley,85140,33.24532077,-111.5303698,78864
United States,New York,New York,10453,40.85245242,-73.91423907,78850
United States,Texas,Carrollton,75007,33.00424063,-96.89956927,78803
United States,New York,New York,11206,40.70201319,-73.94244144,78502
United States,Texas,Houston,77095,29.90831386,-95.65492073,78430
United States,Colorado,Aurora,80013,39.66065974,-104.7683103,78429
United States,Illinois,Oswego,60543,41.66180691,-88.32305416,78421
United States,Arizona,Queen Creek,85142,33.18885127,-111.6617996,78374
United States,New York,New York,10469,40.86856348,-73.84704186,78356
United States,California,Bakersfield,93306,35.46371525,-118.7855594,78331
United States,California,San Francisco,94112,37.72035827,-122.442845,78326
United States,California,Riverside,92504,33.90424635,-117.3969225,78301
United States,Arizona,Phoenix,85032,33.62644818,-112.0038115,78300
United States,New York,New York,11212,40.66277783,-73.91286452,78291
United States,Virginia,Woodbridge,22191,38.62340374,-77.26280784,78239
United States,New York,New York,11221,40.69140748,-73.92767322,78147
United States,Ohio,Delaware,43015,40.29746726,-83.06203647,78000
United States,California,Rancho Cucamonga,91730,34.10011131,-117.5804464,77947
United States,California,Perris,92570,33.78788634,-117.3160272,77860
United States,North Carolina,Concord,28027,35.40823871,-80.6759698,77829
United States,New Jersey,North Bergen,7047,40.79448533,-74.02298015,77827
United States,Tennessee,Murfreesboro,37130,35.87781645,-86.3295339,77600
United States,Georgia,Dallas,30157,33.88265203,-84.87496784,77564
United States,Nevada,Las Vegas,89123,36.0345072,-115.1480692,77382
United States,Virginia,Lake Ridge,22192,38.68477637,-77.32318894,77174
United States,Florida,Three Lakes,33186,25.65533176,-80.41208569,77122
United States,New York,New York,10468,40.86819807,-73.90021151,77098
United States,Oklahoma,Oklahoma City,73099,35.53392599,-97.76593044,77081
United States,Texas,Wylie,75098,33.01874921,-96.53468908,76857
United States,Illinois,Cicero,60804,41.84081599,-87.75920657,76707
United States,New York,New York,11229,40.59953573,-73.9418321,76290
United States,California,Stockton,95206,37.89905657,-121.4127999,76235
United States,Texas,Frisco,75035,33.15879221,-96.774948,76221
United States,Nevada,Las Vegas,89117,36.14258641,-115.2797297,76179
United States,Illinois,Waukegan,60085,42.35277198,-87.86465898,76134
United States,New Mexico,Rio Rancho,87124,35.35645052,-106.7949036,76089
United States,California,Palmdale,93550,34.41433214,-118.0937916,76074
United States,Illinois,Chicago,60634,41.94650753,-87.80786648,75945
United States,Florida,Royal Palm Beach,33411,26.7156385,-80.20431411,75903
United States,California,Hayward,94544,37.63362924,-122.0549892,75829
United States,New York,New York,10452,40.83754243,-73.92335023,75759
United States,California,Napa,94558,38.49982005,-122.2753375,75678
United States,Virginia,null,22407,38.29012809,-77.58309114,75678
United States,Texas,Mansfield,76063,32.56898117,-97.1425677,75663
United States,New York,New York,10029,40.79205955,-73.94609748,75620
United States,California,La Puente,91744,34.02925655,-117.9372981,75602
United States,Texas,Plano,75093,33.03536401,-96.81000928,75588
United States,Texas,Dallas,75211,32.73630313,-96.90234338,75546
United States,Georgia,Newnan,30263,33.38840474,-84.8596819,75152
United States,Utah,Provo,84604,40.37281335,-111.5921472,75128
United States,Nevada,Las Vegas,89115,36.29177614,-115.0341893,75075
United States,New York,New York,11235,40.58394654,-73.94875314,74854
United States,Texas,La Homa,78574,26.30965713,-98.37166628,74771
United States,Virginia,Virginia Beach,23464,36.79755173,-76.17940554,74633
United States,California,Los Angeles,90026,34.07905255,-118.2634117,74614
United States,California,Bellflower,90706,33.88799003,-118.1271549,74597
United States,California,Perris,92571,33.8252044,-117.1997162,74562
United States,Florida,Palm Coast,32137,29.58116504,-81.23289658,74544
United States,Arizona,Glendale,85301,33.5323621,-112.1791202,74529
United States,Ohio,Hamilton,45011,39.42879649,-84.50187146,74421
United States,Georgia,South Fulton,30349,33.62293218,-84.52616779,74400
United States,Florida,Hialeah,33012,25.8658084,-80.30232172,74368
United States,North Carolina,Mineral Springs,28173,34.91398009,-80.72691959,74019
United States,California,Los Angeles,91335,34.20089768,-118.5407409,73998
United States,California,Lancaster,93536,34.77029639,-118.4403426,73862
United States,South Carolina,Rock Hill,29732,34.96732665,-81.08136743,73835
United States,Texas,Leander,78641,30.55704265,-97.91328977,73709
United States,New York,New York,11375,40.72268326,-73.843796,73676
United States,New York,New York,10027,40.81285253,-73.9579987,73629
United States,New York,New York,11355,40.75046844,-73.82118495,73624
United States,Nevada,Las Vegas,89052,35.95526209,-115.056658,73560
United States,California,San Diego,92105,32.73787762,-117.0933205,73537
United States,Colorado,Centennial,80015,39.62566873,-104.7822578,73410
United States,Texas,Austin,78745,30.20653433,-97.79770026,73392
United States,Texas,San Antonio,78245,29.40497239,-98.72877651,73375
United States,Florida,Kissimmee,34744,28.29659478,-81.33411199,73353
United States,Texas,Plano,75074,33.03253981,-96.67288675,73280
United States,California,Lancaster,93535,34.73100152,-117.8879646,73183
United States,Georgia,Marietta,30062,33.99824919,-84.46896547,73105
United States,New York,New York,10458,40.86284317,-73.88639629,73052
United States,California,San Diego,92126,32.9124326,-117.1426467,73039
United States,South Carolina,Rock Hill,29730,34.88817079,-81.0214014,72962
United States,Arizona,Mesa,85204,33.39649816,-111.7879034,72930
United States,Texas,Burleson,76028,32.52547927,-97.30697099,72808
United States,California,Lynwood,90262,33.92358856,-118.2005292,72750
United States,California,Pomona,91766,34.04197398,-117.7571995,72621
United States,California,Ontario,91761,34.03480208,-117.5918931,72613
United States,California,Ontario,91762,34.02950939,-117.6453417,72588
United States,California,Delano,93215,35.77540666,-119.1752544,72531
United States,Texas,Fort Worth,76244,32.93169853,-97.28303386,72372
United States,California,San Diego,92114,32.70771319,-117.0552626,72332
United States,California,Fairfield,94533,38.27756423,-122.0058787,72296
United States,New York,New York,11210,40.62819086,-73.94624708,72270
United States,Georgia,Johns Creek,30022,34.02924953,-84.24717292,72164
United States,Florida,Palm Coast,32164,29.48614184,-81.21831195,72136
United States,New York,New York,10024,40.78587973,-73.97818082,72124
United States,California,Huntington Park,90255,33.9772463,-118.2172943,72054
United States,Illinois,Chicago,60609,41.81238709,-87.65575547,72021
United States,North Carolina,Huntersville,28078,35.4052798,-80.8685613,72012
United States,Texas,San Antonio,78228,29.46086638,-98.57221722,71937
United States,California,Milpitas,95035,37.44793155,-121.8649565,71913
United States,Tennessee,Hendersonville,37075,36.34060871,-86.60747637,71911
United States,Georgia,McDonough,30252,33.47220163,-84.06359247,71901
United States,Virginia,Aquia Harbour,22554,38.43320917,-77.37717634,71827
United States,California,Los Angeles,90003,33.96383812,-118.2738302,71812
United States,California,Los Angeles,90004,34.07616234,-118.3107111,71610
United States,Indiana,West Lafayette,47906,40.50019872,-86.97783014,71602
United States,Texas,Brownsville,78520,25.98655614,-97.60085137,71522
United States,Maryland,Carney,21234,39.39474587,-76.53257891,71478
United States,Illinois,Aurora,60506,41.76269918,-88.37285336,71327
United States,New York,Dix Hills,11746,40.81425815,-73.36097129,71296
United States,Arizona,San Tan Valley,85143,33.17046276,-111.5032331,71291
United States,Florida,Clermont,34711,28.52566504,-81.75641924,71239
United States,Texas,Plano,75023,33.05663684,-96.7327938,71136
United States,California,Santa Ana,92703,33.74866589,-117.9061073,71136
United States,Ohio,Lancaster,43130,39.69583711,-82.61470441,71011
United States,Pennsylvania,Lancaster,17603,40.01378903,-76.35105727,70939
United States,California,Elk Grove,95624,38.43030155,-121.3116856,70854
United States,Ohio,Medina,44256,41.14254534,-81.85729604,70803
United States,Florida,null,32828,28.52637649,-81.16841413,70643
United States,California,La Habra,90631,33.94239981,-117.9511469,70592
United States,California,Fremont,94536,37.57220891,-121.9855182,70449
United States,Tennessee,Franklin,37064,35.88790747,-86.96219914,70434
United States,New Jersey,Toms River,8753,39.98178369,-74.15139837,70423
United States,Pennsylvania,Philadelphia,19124,40.01719114,-75.09383178,70348
United States,California,Union City,94587,37.59531635,-122.0457808,70335
United States,Georgia,Powder Springs,30127,33.87676161,-84.69573117,70313
United States,Louisiana,Denham Springs,70726,30.42770367,-90.89838887,70293
United States,Florida,Oviedo,32765,28.66717539,-81.20198488,70291
United States,Illinois,Chicago,60628,41.69155566,-87.61836454,70281
United States,Illinois,Chicago,60620,41.74063862,-87.65281435,70188
United States,Nevada,Las Vegas,89119,36.08630517,-115.1472957,70163
United States,California,Bakersfield,93309,35.34378194,-119.0648351,70161
United States,New Mexico,Albuquerque,87114,35.19822611,-106.6929567,70033
United States,California,Elk Grove,95758,38.42674089,-121.4430096,70021
United States,California,San Bernardino,92404,34.18703997,-117.2424702,69994
United States,Maryland,Wheaton-Glenmont,20906,39.0873377,-77.05576438,69982
United States,Maryland,Darnestown,20878,39.11248259,-77.25092549,69975
United States,Arizona,Tempe,85281,33.42912905,-111.9304854,69975
United States,Texas,College Station,77845,30.54493851,-96.2710706,69944
United States,Texas,Flower Mound,75028,33.03139703,-97.05930561,69921
United States,California,Antioch,94509,38.0005067,-121.8126369,69878
United States,Mississippi,Olive Branch,38654,34.93613593,-89.82300201,69876
United States,Florida,Pembroke Pines,33024,26.02510911,-80.24435844,69792
United States,Florida,The Villages,32162,28.91676169,-81.99355039,69779
United States,Texas,The Colony,75056,33.07577508,-96.90891386,69734
United States,California,Lake Elsinore,92530,33.64670253,-117.4064691,69725
United States,Arizona,Florence,85132,32.94019276,-111.2115926,69721
United States,Illinois,Chicago,60625,41.9715694,-87.70284878,69685
United States,California,Bakersfield,93308,35.55991826,-118.9145462,69652
United States,Tennessee,Murfreesboro,37129,35.92850819,-86.44179861,69612
United States,Georgia,Canton,30114,34.25908163,-84.52630523,69568
United States,Utah,Lehi,84043,40.38961919,-111.9114897,69529
United States,Arizona,Maricopa,85138,33.00673129,-111.9832505,69525
United States,North Carolina,Greenville,27834,35.66136301,-77.37902777,69518
United States,California,Oxnard,93030,34.20568779,-119.1687673,69483
United States,Colorado,Greeley,80634,40.40092036,-104.7909119,69333
United States,Illinois,Bolingbrook,60440,41.70185036,-88.0755342,69300
United States,California,Moreno Valley,92557,33.96823454,-117.2588771,69206
United States,California,Victorville,92392,34.48038165,-117.4065472,69192
United States,Texas,Dallas,75228,32.82378314,-96.6806769,69157
United States,New Mexico,Albuquerque,87111,35.13955594,-106.5146896,68886
United States,Florida,Fort Lauderdale,33311,26.14403173,-80.17305377,68865
United States,Tennessee,Smyrna,37167,35.96013301,-86.53142823,68838
United States,Texas,McKinney,75072,33.18738084,-96.6999677,68780
United States,North Carolina,Mint Hill,28227,35.1898167,-80.65131063,68774
United States,Texas,Laredo,78045,27.84987561,-99.6683603,68754
United States,Nevada,Las Vegas,89147,36.11537856,-115.2814592,68700
United States,Texas,Weslaco,78596,26.14606554,-97.98571316,68650
United States,Kentucky,Florence,41042,38.99028198,-84.64813225,68634
United States,North Carolina,Raleigh,27603,35.66500487,-78.66283153,68504
United States,California,Carmichael,95608,38.62597843,-121.328298,68503
United States,Texas,Kyle,78640,30.00205836,-97.82892159,68481
United States,California,Vacaville,95687,38.33169037,-121.9138648,68464
United States,Florida,Union Park,32825,28.53406799,-81.2402674,68427
United States,Florida,Middleburg,32068,30.07431967,-81.88979649,68323
United States,Kansas,Olathe,66061,38.8969342,-94.88776077,68267
United States,Tennessee,Brentwood,37027,35.9995206,-86.78478076,68116
United States,California,Harbison Canyon,92021,32.83601109,-116.8721413,68055
United States,New York,South Hill,14850,42.43655283,-76.50392699,68047
United States,Texas,San Benito,78586,26.10708885,-97.63775797,68039
United States,Texas,McAllen,78504,26.33709382,-98.23216705,67962
United States,New York,New York,10473,40.81396972,-73.85592717,67907
United States,Georgia,Acworth,30101,34.04700494,-84.71796465,67890
United States,Florida,Palmetto Bay,33157,25.60637801,-80.34232774,67843
United States,Illinois,Chicago,60641,41.94670357,-87.7466375,67749
United States,Oregon,Portland,97229,45.5505713,-122.8120312,67646
United States,Texas,El Paso,79924,31.90471119,-106.4225235,67644
United States,Kentucky,Bowling Green,42101,37.06894758,-86.47888298,67631
United States,New York,New York,10462,40.84217251,-73.85723543,67626
United States,Illinois,Chicago,60614,41.92237828,-87.64621034,67622
United States,California,San Bernardino,92407,34.22436928,-117.3887462,67613
United States,Florida,Orlando,32822,28.48961633,-81.2903675,67600
United States,Maryland,Hagerstown,21740,39.63434299,-77.74040937,67569
United States,Colorado,Greeley,80631,40.445959,-104.6854445,67559
United States,North Carolina,Charlotte,28215,35.24920055,-80.69936642,67555
United States,California,Cathedral City,92234,33.82055116,-116.4622845,67519
United States,Georgia,null,30093,33.91067994,-84.17753748,67482
United States,Ohio,Elyria,44035,41.3628064,-82.13174118,67426
United States,Nevada,Las Vegas,89103,36.11244414,-115.2129796,67381
United States,California,Anaheim,92805,33.82998953,-117.9056973,67349
United States,South Carolina,North Charleston,29485,32.94722122,-80.19053456,67342
United States,California,Laguna Niguel,92677,33.52732502,-117.7044367,67314
United States,North Carolina,Raleigh,27606,35.74015375,-78.71833797,67177
United States,New Mexico,South Valley,87105,34.9731814,-106.6216512,67166
United States,Ohio,Mason,45040,39.353711,-84.31248876,67166
United States,New York,New York,10460,40.84280088,-73.87883972,67159
United States,Texas,Fort Worth,76137,32.8579326,-97.29172373,67147
United States,North Carolina,Concord,28025,35.38129539,-80.52746287,67058
United States,California,Lincoln,95648,38.9234415,-121.3132424,66961
United States,Virginia,Sterling,20164,39.01204693,-77.39618555,66946
United States,California,Anaheim,92801,33.84455639,-117.9521249,66945
United States,New Mexico,Albuquerque,87120,35.14342297,-106.7324285,66922
United States,California,Riverside,92505,33.93272854,-117.4940645,66895
United States,California,Los Angeles,90019,34.04855228,-118.3388846,66862
United States,North Carolina,Greenville,27858,35.53402056,-77.29735164,66774
United States,Texas,Seguin,78155,29.5329812,-97.93797375,66756
United States,Georgia,Douglasville,30134,33.77498802,-84.7787655,66686
United States,Texas,College Station,77840,30.61286714,-96.32467413,66567
United States,Texas,Arlington,76010,32.72272991,-97.08031659,66564
United States,Arizona,Peoria,85345,33.57155442,-112.2461783,66487
United States,Nevada,Las Vegas,89101,36.17274355,-115.1232747,66480
United States,South Carolina,Summerville,29483,33.07108383,-80.21238337,66393
United States,Virginia,Chesapeake,23322,36.63235946,-76.22941787,66361
United States,Florida,Miramar,33023,25.98795325,-80.21311067,66358
United States,New York,Bay Shore,11706,40.72408702,-73.25515356,66334
United States,Arizona,Phoenix,85008,33.46430333,-111.98893,66303
United States,California,Bakersfield,93312,35.39097272,-119.1210023,66236
United States,Maryland,Lake Shore,21122,39.123795,-76.49397982,66132
United States,California,National City,91950,32.66983608,-117.094266,66126
United States,Texas,Garland,75040,32.92882411,-96.62194385,66051
United States,North Carolina,Greensboro,27406,35.99842086,-79.76670839,66029
United States,Texas,Houston,77072,29.70021551,-95.58493721,66023
United States,South Carolina,Goose Creek,29445,32.99589638,-79.99847847,66001
United States,California,Montebello,90640,34.01548324,-118.1105862,65964
United States,New York,New York,10002,40.71528587,-73.98588452,65963
United States,Arkansas,Springdale,72764,36.17847605,-94.05178749,65937
United States,Texas,Houston,77015,29.76003815,-95.17098111,65900
United States,Idaho,Nampa,83686,43.49566967,-116.6138107,65896
United States,Delaware,New Castle,19720,39.64323671,-75.59597574,65815
United States,Ohio,Newark,43055,40.11731433,-82.37949893,65775
United States,Arizona,Phoenix,85009,33.44295704,-112.1282664,65756
United States,New York,New York,11215,40.66726077,-73.98246525,65697
United States,Arizona,Tucson,85705,32.27063251,-110.9903755,65693
United States,Georgia,Warner Robins,31088,32.57730131,-83.63422094,65688
United States,Illinois,Joliet,60435,41.54426871,-88.13228908,65686
United States,Colorado,Highlands Ranch,80126,39.53979184,-104.9621426,65639
United States,Texas,Dallas,75287,33.00010717,-96.84140947,65610
United States,Arizona,Phoenix,85033,33.49412256,-112.2118894,65592
United States,Missouri,Columbia,65203,38.88991932,-92.39843211,65563
United States,California,Pico Rivera,90660,33.98970699,-118.0900303,65555
United States,Florida,Tampa,33647,28.13461857,-82.35553087,65532
United States,California,Fremont,94538,37.50554146,-121.9649486,65517
United States,Arizona,Phoenix,85041,33.38504866,-112.1082349,65452
United States,Hawaii,Ewa Beach,96706,21.33679395,-158.018539,65442
United States,Kentucky,Richmond,40475,37.7635141,-84.30628208,65384
United States,Washington,Redmond,98052,47.68094203,-122.1210005,65371
United States,Florida,Jacksonville,32210,30.26610253,-81.74319341,65366
United States,North Carolina,Jacksonville,28540,34.72664669,-77.4853392,65315
United States,Utah,Ogden,84404,41.28719508,-112.1883654,65225
United States,Florida,Country Club,33015,25.94123413,-80.31771291,65222
United States,California,Valle Vista,92544,33.65843085,-116.8705369,65176
United States,Texas,San Antonio,78250,29.50363878,-98.66597489,65146
United States,Texas,Atascocita,77346,29.99279259,-95.17763091,65129
United States,Texas,San Antonio,78207,29.42229374,-98.52534792,65064
United States,Michigan,Ypsilanti Charter Township,48197,42.19698393,-83.62836202,65061
United States,Texas,Houston,77082,29.72790054,-95.65449262,65047
United States,Texas,Harlingen,78550,26.26180178,-97.66398011,65023
United States,Indiana,Carmel,46032,39.96597308,-86.17104026,64962
United States,Virginia,Virginia Beach,23452,36.84515613,-76.09203737,64915
United States,Texas,Spring,77373,30.06143342,-95.38470124,64907
United States,Pennsylvania,Philadelphia,19111,40.06282237,-75.07851149,64856
United States,District of Columbia,Washington,20011,38.95231896,-77.02272224,64835
United States,New York,New York,11233,40.67832611,-73.91988379,64806
United States,New York,Chestnut Ridge,10977,41.11752969,-74.04863938,64785
United States,New Jersey,Passaic,7055,40.85758058,-74.1280292,64768
United States,California,San Jose,95123,37.24011819,-121.8287582,64763
United States,Georgia,Dalton,30721,34.79703304,-84.91406684,64762
United States,Nevada,Las Vegas,89129,36.23386079,-115.2911333,64762
United States,California,Florin,95828,38.4888974,-121.3954942,64683
United States,Nevada,Las Vegas,89122,36.10616373,-115.0415042,64592
United States,California,Brentwood,94513,37.92347395,-121.6904841,64559
United States,New York,New York,11201,40.69742238,-73.98810571,64529
United States,Colorado,Broomfield,80020,39.93002977,-105.0747986,64476
United States,Arizona,Buckeye,85326,33.27355821,-112.5677685,64445
United States,California,San Francisco,94110,37.74995094,-122.4153838,64393
United States,Georgia,Martinez,30907,33.52285721,-82.08512569,64222
United States,California,El Cajon,92020,32.79617302,-116.9703948,64206
United States,California,Corona,92879,33.87151569,-117.5232578,64190
United States,Arizona,Tempe,85282,33.39429656,-111.932376,64163
United States,Texas,Thompsons,77469,29.49175788,-95.70438885,64144
